session_id,turn_number,idioma,texto_clean,nivel_frustracion,intencion,resolved
SESS-376160,3,es,no puedo entrar a mi cuenta,0,error_login,1
SESS-839295,1,es,tengo un problema con un cobro,0,problema_pago,0
SESS-839295,2,es,nadie me ayuda con el cobro doble,1,problema_pago,0
SESS-839295,3,es,esto es un robo,2,problema_pago,0
SESS-469082,1,es,donde esta mi pedido,0,logistica_envio,0
SESS-469082,2,es,llevo dias esperando y nada,1,logistica_envio,0
SESS-469082,3,es,donde esta mi pedido,0,logistica_envio,1
SESS-771662,1,es,donde esta mi pedido,0,logistica_envio,0
SESS-771662,2,es,llevo dias esperando y nada,1,logistica_envio,0
SESS-771662,3,es,donde esta mi pedido,0,logistica_envio,1
SESS-696007,1,es,donde esta mi pedido,0,logistica_envio,0
SESS-696007,2,es,llevo dias esperando y nada,1,logistica_envio,0
SESS-696007,3,es,donde esta mi pedido,0,logistica_envio,1
SESS-355280,1,es,quiero cambiar mi plan,0,cambio_plan,0
SESS-355280,2,es,el sistema no me deja actualizar,1,cambio_plan,0
SESS-355280,3,es,me rindo con este servicio,2,cambio_plan,0
SESS-863267,1,es,tengo un problema con un cobro,0,problema_pago,0
SESS-863267,2,es,nadie me ayuda con el cobro doble,1,problema_pago,0
SESS-863267,3,es,tengo un problema con un cobro,0,problema_pago,1
SESS-316732,1,es,quiero cambiar mi plan,0,cambio_plan,0
SESS-316732,2,es,el sistema no me deja actualizar,1,cambio_plan,0
SESS-316732,3,es,quiero cambiar mi plan,0,cambio_plan,1
SESS-966137,1,es,no puedo entrar a mi cuenta,0,error_login,0
SESS-966137,2,es,el codigo no llega,1,error_login,0
SESS-966137,3,es,no puedo entrar a mi cuenta,0,error_login,1
SESS-801178,1,es,donde esta mi pedido,0,logistica_envio,0
SESS-801178,2,es,llevo dias esperando y nada,1,logistica_envio,0
SESS-801178,3,es,donde esta mi pedido,0,logistica_envio,1
SESS-924365,1,es,quiero cambiar mi plan,0,cambio_plan,0
SESS-924365,2,es,el sistema no me deja actualizar,1,cambio_plan,0
SESS-924365,3,es,me rindo con este servicio,2,cambio_plan,0
SESS-901451,1,es,tengo un problema con un cobro,0,problema_pago,0
SESS-901451,2,es,nadie me ayuda con el cobro doble,1,problema_pago,0
SESS-901451,3,es,tengo un problema con un cobro,0,problema_pago,1
SESS-709374,1,es,tengo un problema con un cobro,0,problema_pago,0
SESS-709374,2,es,nadie me ayuda con el cobro doble,1,problema_pago,0
SESS-709374,3,es,tengo un problema con un cobro,0,problema_pago,1
SESS-274551,1,es,tengo un problema con un cobro,0,problema_pago,0
SESS-274551,2,es,nadie me ayuda con el cobro doble,1,problema_pago,0
SESS-274551,3,es,tengo un problema con un cobro,0,problema_pago,1
SESS-785609,1,es,no puedo entrar a mi cuenta,0,error_login,0
SESS-785609,2,es,el codigo no llega,1,error_login,0
SESS-785609,3,es,es increible que no pueda acceder,2,error_login,0
SESS-712253,1,es,quiero cambiar mi plan,0,cambio_plan,0
SESS-712253,2,es,el sistema no me deja actualizar,1,cambio_plan,0
SESS-712253,3,es,quiero cambiar mi plan,0,cambio_plan,1
SESS-561290,1,es,no puedo entrar a mi cuenta,0,error_login,0
SESS-561290,2,es,el codigo no llega,1,error_login,0
SESS-561290,3,es,no puedo entrar a mi cuenta,0,error_login,1
SESS-931957,1,es,quiero cambiar mi plan,0,cambio_plan,0
SESS-931957,2,es,el sistema no me deja actualizar,1,cambio_plan,0
SESS-931957,3,es,me rindo con este servicio,2,cambio_plan,0
SESS-860671,1,es,quiero cambiar mi plan,0,cambio_plan,0
SESS-860671,2,es,el sistema no me deja actualizar,1,cambio_plan,0
SESS-860671,3,es,me rindo con este servicio,2,cambio_plan,0
SESS-771867,1,es,donde esta mi pedido,0,logistica_envio,0
SESS-771867,2,es,llevo dias esperando y nada,1,logistica_envio,0
SESS-771867,3,es,donde esta mi pedido,0,logistica_envio,1
SESS-441703,1,es,no puedo entrar a mi cuenta,0,error_login,0
SESS-441703,2,es,el codigo no llega,1,error_login,0
SESS-441703,3,es,no puedo entrar a mi cuenta,0,error_login,1
SESS-828622,1,es,quiero cambiar mi plan,0,cambio_plan,0
SESS-828622,2,es,el sistema no me deja actualizar,1,cambio_plan,0
SESS-828622,3,es,quiero cambiar mi plan,0,cambio_plan,1
SESS-922805,1,es,no puedo entrar a mi cuenta,0,error_login,0
SESS-922805,2,es,el codigo no llega,1,error_login,0
SESS-922805,3,es,no puedo entrar a mi cuenta,0,error_login,1
SESS-892579,1,es,quiero cambiar mi plan,0,cambio_plan,0
SESS-892579,2,es,el sistema no me deja actualizar,1,cambio_plan,0
SESS-892579,3,es,quiero cambiar mi plan,0,cambio_plan,1
SESS-339913,1,es,no puedo entrar a mi cuenta,0,error_login,0
SESS-339913,2,es,el codigo no llega,1,error_login,0
SESS-339913,3,es,no puedo entrar a mi cuenta,0,error_login,1
SESS-685547,1,es,donde esta mi pedido,0,logistica_envio,0
SESS-685547,2,es,llevo dias esperando y nada,1,logistica_envio,0
SESS-685547,3,es,donde esta mi pedido,0,logistica_envio,1
SESS-322593,1,es,tengo un problema con un cobro,0,problema_pago,0
SESS-322593,2,es,nadie me ayuda con el cobro doble,1,problema_pago,0
SESS-322593,3,es,esto es un robo,2,problema_pago,0
SESS-860479,1,es,no puedo entrar a mi cuenta,0,error_login,0
SESS-860479,2,es,el codigo no llega,1,error_login,0
SESS-860479,3,es,es increible que no pueda acceder,2,error_login,0
SESS-860744,1,es,donde esta mi pedido,0,logistica_envio,0
SESS-860744,2,es,llevo dias esperando y nada,1,logistica_envio,0
SESS-860744,3,es,donde esta mi pedido,0,logistica_envio,1
SESS-585751,1,es,quiero cambiar mi plan,0,cambio_plan,0
SESS-585751,2,es,el sistema no me deja actualizar,1,cambio_plan,0
SESS-585751,3,es,quiero cambiar mi plan,0,cambio_plan,1
SESS-840411,1,es,tengo un problema con un cobro,0,problema_pago,0
SESS-840411,2,es,nadie me ayuda con el cobro doble,1,problema_pago,0
SESS-840411,3,es,esto es un robo,2,problema_pago,0
SESS-888880,1,es,quiero cambiar mi plan,0,cambio_plan,0
SESS-888880,2,es,el sistema no me deja actualizar,1,cambio_plan,0
SESS-888880,3,es,quiero cambiar mi plan,0,cambio_plan,1
SESS-671812,1,es,tengo un problema con un cobro,0,problema_pago,0
SESS-671812,2,es,nadie me ayuda con el cobro doble,1,problema_pago,0
SESS-671812,3,es,esto es un robo,2,problema_pago,0
SESS-526172,1,es,donde esta mi pedido,0,logistica_envio,0
SESS-526172,2,es,llevo dias esperando y nada,1,logistica_envio,0
SESS-526172,3,es,donde esta mi pedido,0,logistica_envio,1
SESS-334098,1,es,tengo un problema con un cobro,0,problema_pago,0
SESS-334098,2,es,nadie me ayuda con el cobro doble,1,problema_pago,0
SESS-334098,3,es,tengo un problema con un cobro,0,problema_pago,1
SESS-801313,1,es,tengo un problema con un cobro,0,problema_pago,0
SESS-801313,2,es,nadie me ayuda con el cobro doble,1,problema_pago,0
SESS-801313,3,es,esto es un robo,2,problema_pago,0
SESS-553319,1,es,tengo un problema con un cobro,0,problema_pago,0
SESS-553319,2,es,nadie me ayuda con el cobro doble,1,problema_pago,0
SESS-553319,3,es,tengo un problema con un cobro,0,problema_pago,1
SESS-325917,1,es,tengo un problema con un cobro,0,problema_pago,0
SESS-325917,2,es,nadie me ayuda con el cobro doble,1,problema_pago,0
SESS-325917,3,es,esto es un robo,2,problema_pago,0
SESS-584209,1,es,tengo un problema con un cobro,0,problema_pago,0
SESS-584209,2,es,nadie me ayuda con el cobro doble,1,problema_pago,0
SESS-584209,3,es,tengo un problema con un cobro,0,problema_pago,1
SESS-608784,1,es,donde esta mi pedido,0,logistica_envio,0
SESS-608784,2,es,llevo dias esperando y nada,1,logistica_envio,0
SESS-608784,3,es,donde esta mi pedido,0,logistica_envio,1
SESS-406387,1,es,tengo un problema con un cobro,0,problema_pago,0
SESS-406387,2,es,nadie me ayuda con el cobro doble,1,problema_pago,0
SESS-406387,3,es,esto es un robo,2,problema_pago,0
SESS-268472,1,es,no puedo entrar a mi cuenta,0,error_login,0
SESS-268472,2,es,el codigo no llega,1,error_login,0
SESS-268472,3,es,no puedo entrar a mi cuenta,0,error_login,1
SESS-758267,1,es,donde esta mi pedido,0,logistica_envio,0
SESS-758267,2,es,llevo dias esperando y nada,1,logistica_envio,0
SESS-758267,3,es,donde esta mi pedido,0,logistica_envio,1
SESS-430890,1,es,no puedo entrar a mi cuenta,0,error_login,0
SESS-430890,2,es,el codigo no llega,1,error_login,0
SESS-430890,3,es,no puedo entrar a mi cuenta,0,error_login,1
SESS-972588,1,es,donde esta mi pedido,0,logistica_envio,0
SESS-972588,2,es,llevo dias esperando y nada,1,logistica_envio,0
SESS-972588,3,es,donde esta mi pedido,0,logistica_envio,1
SESS-900407,1,es,no puedo entrar a mi cuenta,0,error_login,0
SESS-900407,2,es,el codigo no llega,1,error_login,0
SESS-900407,3,es,no puedo entrar a mi cuenta,0,error_login,1
SESS-115835,1,es,no puedo entrar a mi cuenta,0,error_login,0
SESS-115835,2,es,el codigo no llega,1,error_login,0
SESS-115835,3,es,no puedo entrar a mi cuenta,0,error_login,1
SESS-693734,1,es,tengo un problema con un cobro,0,problema_pago,0
SESS-693734,2,es,nadie me ayuda con el cobro doble,1,problema_pago,0
SESS-693734,3,es,tengo un problema con un cobro,0,problema_pago,1
SESS-464051,1,es,tengo un problema con un cobro,0,problema_pago,0
SESS-464051,2,es,nadie me ayuda con el cobro doble,1,problema_pago,0
SESS-464051,3,es,esto es un robo,2,problema_pago,0
SESS-674097,1,es,quiero cambiar mi plan,0,cambio_plan,0
SESS-674097,2,es,el sistema no me deja actualizar,1,cambio_plan,0
SESS-674097,3,es,me rindo con este servicio,2,cambio_plan,0
SESS-176839,1,es,donde esta mi pedido,0,logistica_envio,0
SESS-176839,2,es,llevo dias esperando y nada,1,logistica_envio,0
SESS-176839,3,es,son pesimos repartiendo,2,logistica_envio,0
SESS-710364,1,es,tengo un problema con un cobro,0,problema_pago,0
SESS-710364,2,es,nadie me ayuda con el cobro doble,1,problema_pago,0
SESS-710364,3,es,tengo un problema con un cobro,0,problema_pago,1
SESS-660024,1,es,tengo un problema con un cobro,0,problema_pago,0
SESS-660024,2,es,nadie me ayuda con el cobro doble,1,problema_pago,0
SESS-660024,3,es,tengo un problema con un cobro,0,problema_pago,1
SESS-320377,1,es,donde esta mi pedido,0,logistica_envio,0
SESS-320377,2,es,llevo dias esperando y nada,1,logistica_envio,0
SESS-320377,3,es,son pesimos repartiendo,2,logistica_envio,0
SESS-450068,1,es,donde esta mi pedido,0,logistica_envio,0
SESS-450068,2,es,llevo dias esperando y nada,1,logistica_envio,0
SESS-450068,3,es,donde esta mi pedido,0,logistica_envio,1
SESS-568334,1,es,donde esta mi pedido,0,logistica_envio,0
SESS-568334,2,es,llevo dias esperando y nada,1,logistica_envio,0
SESS-568334,3,es,donde esta mi pedido,0,logistica_envio,1
SESS-807420,1,es,quiero cambiar mi plan,0,cambio_plan,0
SESS-807420,2,es,el sistema no me deja actualizar,1,cambio_plan,0
SESS-807420,3,es,quiero cambiar mi plan,0,cambio_plan,1
SESS-242168,1,es,quiero cambiar mi plan,0,cambio_plan,0
SESS-242168,2,es,el sistema no me deja actualizar,1,cambio_plan,0
SESS-242168,3,es,quiero cambiar mi plan,0,cambio_plan,1
SESS-728098,1,es,quiero cambiar mi plan,0,cambio_plan,0
SESS-728098,2,es,el sistema no me deja actualizar,1,cambio_plan,0
SESS-728098,3,es,me rindo con este servicio,2,cambio_plan,0
SESS-885387,1,es,donde esta mi pedido,0,logistica_envio,0
SESS-885387,2,es,llevo dias esperando y nada,1,logistica_envio,0
SESS-885387,3,es,son pesimos repartiendo,2,logistica_envio,0
SESS-731377,1,es,quiero cambiar mi plan,0,cambio_plan,0
SESS-731377,2,es,el sistema no me deja actualizar,1,cambio_plan,0
SESS-731377,3,es,quiero cambiar mi plan,0,cambio_plan,1
SESS-738337,1,es,no puedo entrar a mi cuenta,0,error_login,0
SESS-738337,2,es,el codigo no llega,1,error_login,0
SESS-738337,3,es,no puedo entrar a mi cuenta,0,error_login,1
SESS-788688,1,es,donde esta mi pedido,0,logistica_envio,0
SESS-788688,2,es,llevo dias esperando y nada,1,logistica_envio,0
SESS-788688,3,es,donde esta mi pedido,0,logistica_envio,1
SESS-528351,1,es,quiero cambiar mi plan,0,cambio_plan,0
SESS-528351,2,es,el sistema no me deja actualizar,1,cambio_plan,0
SESS-528351,3,es,quiero cambiar mi plan,0,cambio_plan,1
SESS-784786,1,es,tengo un problema con un cobro,0,problema_pago,0
SESS-784786,2,es,nadie me ayuda con el cobro doble,1,problema_pago,0
SESS-784786,3,es,esto es un robo,2,problema_pago,0
SESS-981009,1,es,no puedo entrar a mi cuenta,0,error_login,0
SESS-981009,2,es,el codigo no llega,1,error_login,0
SESS-981009,3,es,no puedo entrar a mi cuenta,0,error_login,1
SESS-464297,1,es,tengo un problema con un cobro,0,problema_pago,0
SESS-464297,2,es,nadie me ayuda con el cobro doble,1,problema_pago,0
SESS-464297,3,es,tengo un problema con un cobro,0,problema_pago,1
SESS-272489,1,es,donde esta mi pedido,0,logistica_envio,0
SESS-272489,2,es,llevo dias esperando y nada,1,logistica_envio,0
SESS-272489,3,es,donde esta mi pedido,0,logistica_envio,1
SESS-659304,1,es,no puedo entrar a mi cuenta,0,error_login,0
SESS-659304,2,es,el codigo no llega,1,error_login,0
SESS-659304,3,es,no puedo entrar a mi cuenta,0,error_login,1
SESS-922190,1,es,quiero cambiar mi plan,0,cambio_plan,0
SESS-922190,2,es,el sistema no me deja actualizar,1,cambio_plan,0
SESS-922190,3,es,quiero cambiar mi plan,0,cambio_plan,1
SESS-398219,1,es,quiero cambiar mi plan,0,cambio_plan,0
SESS-398219,2,es,el sistema no me deja actualizar,1,cambio_plan,0
SESS-398219,3,es,me rindo con este servicio,2,cambio_plan,0
SESS-716225,1,es,tengo un problema con un cobro,0,problema_pago,0
SESS-716225,2,es,nadie me ayuda con el cobro doble,1,problema_pago,0
SESS-716225,3,es,tengo un problema con un cobro,0,problema_pago,1
SESS-861009,1,es,quiero cambiar mi plan,0,cambio_plan,0
SESS-861009,2,es,el sistema no me deja actualizar,1,cambio_plan,0
SESS-861009,3,es,me rindo con este servicio,2,cambio_plan,0
SESS-209381,1,es,no puedo entrar a mi cuenta,0,error_login,0
SESS-209381,2,es,el codigo no llega,1,error_login,0
SESS-209381,3,es,no puedo entrar a mi cuenta,0,error_login,1
SESS-105958,1,es,quiero cambiar mi plan,0,cambio_plan,0
SESS-105958,2,es,el sistema no me deja actualizar,1,cambio_plan,0
SESS-105958,3,es,me rindo con este servicio,2,cambio_plan,0
SESS-953628,1,es,tengo un problema con un cobro,0,problema_pago,0
SESS-953628,2,es,nadie me ayuda con el cobro doble,1,problema_pago,0
SESS-953628,3,es,esto es un robo,2,problema_pago,0
SESS-158574,1,es,tengo un problema con un cobro,0,problema_pago,0
SESS-158574,2,es,nadie me ayuda con el cobro doble,1,problema_pago,0
SESS-158574,3,es,tengo un problema con un cobro,0,problema_pago,1
SESS-630160,1,es,tengo un problema con un cobro,0,problema_pago,0
SESS-630160,2,es,nadie me ayuda con el cobro doble,1,problema_pago,0
SESS-630160,3,es,tengo un problema con un cobro,0,problema_pago,1
SESS-243446,1,es,no puedo entrar a mi cuenta,0,error_login,0
SESS-243446,2,es,el codigo no llega,1,error_login,0
SESS-243446,3,es,no puedo entrar a mi cuenta,0,error_login,1
SESS-218958,1,es,quiero cambiar mi plan,0,cambio_plan,0
SESS-218958,2,es,el sistema no me deja actualizar,1,cambio_plan,0
SESS-218958,3,es,quiero cambiar mi plan,0,cambio_plan,1
SESS-130004,1,es,tengo un problema con un cobro,0,problema_pago,0
SESS-130004,2,es,nadie me ayuda con el cobro doble,1,problema_pago,0
SESS-130004,3,es,tengo un problema con un cobro,0,problema_pago,1
SESS-287461,1,es,donde esta mi pedido,0,logistica_envio,0
SESS-287461,2,es,llevo dias esperando y nada,1,logistica_envio,0
SESS-287461,3,es,donde esta mi pedido,0,logistica_envio,1
SESS-347800,1,es,no puedo entrar a mi cuenta,0,error_login,0
SESS-347800,2,es,el codigo no llega,1,error_login,0
SESS-347800,3,es,no puedo entrar a mi cuenta,0,error_login,1
SESS-917546,1,es,quiero cambiar mi plan,0,cambio_plan,0
SESS-917546,2,es,el sistema no me deja actualizar,1,cambio_plan,0
SESS-917546,3,es,me rindo con este servicio,2,cambio_plan,0
SESS-377106,1,es,donde esta mi pedido,0,logistica_envio,0
SESS-377106,2,es,llevo dias esperando y nada,1,logistica_envio,0
SESS-377106,3,es,donde esta mi pedido,0,logistica_envio,1
SESS-355716,1,es,quiero cambiar mi plan,0,cambio_plan,0
SESS-355716,2,es,el sistema no me deja actualizar,1,cambio_plan,0
SESS-355716,3,es,me rindo con este servicio,2,cambio_plan,0
SESS-774143,1,es,no puedo entrar a mi cuenta,0,error_login,0
SESS-774143,2,es,el codigo no llega,1,error_login,0
SESS-774143,3,es,no puedo entrar a mi cuenta,0,error_login,1
SESS-569329,1,es,donde esta mi pedido,0,logistica_envio,0
SESS-569329,2,es,llevo dias esperando y nada,1,logistica_envio,0
SESS-569329,3,es,donde esta mi pedido,0,logistica_envio,1
SESS-543393,1,es,quiero cambiar mi plan,0,cambio_plan,0
SESS-543393,2,es,el sistema no me deja actualizar,1,cambio_plan,0
SESS-543393,3,es,quiero cambiar mi plan,0,cambio_plan,1
SESS-894986,1,es,tengo un problema con un cobro,0,problema_pago,0
SESS-894986,2,es,nadie me ayuda con el cobro doble,1,problema_pago,0
SESS-894986,3,es,tengo un problema con un cobro,0,problema_pago,1
SESS-224410,1,es,tengo un problema con un cobro,0,problema_pago,0
SESS-224410,2,es,nadie me ayuda con el cobro doble,1,problema_pago,0
SESS-224410,3,es,tengo un problema con un cobro,0,problema_pago,1
SESS-528634,1,es,tengo un problema con un cobro,0,problema_pago,0
SESS-528634,2,es,nadie me ayuda con el cobro doble,1,problema_pago,0
SESS-528634,3,es,esto es un robo,2,problema_pago,0
SESS-953762,1,es,no puedo entrar a mi cuenta,0,error_login,0
SESS-953762,2,es,el codigo no llega,1,error_login,0
SESS-953762,3,es,no puedo entrar a mi cuenta,0,error_login,1
SESS-363595,1,es,quiero cambiar mi plan,0,cambio_plan,0
SESS-363595,2,es,el sistema no me deja actualizar,1,cambio_plan,0
SESS-363595,3,es,quiero cambiar mi plan,0,cambio_plan,1
SESS-215592,1,es,donde esta mi pedido,0,logistica_envio,0
SESS-215592,2,es,llevo dias esperando y nada,1,logistica_envio,0
SESS-215592,3,es,son pesimos repartiendo,2,logistica_envio,0
SESS-384135,1,es,quiero cambiar mi plan,0,cambio_plan,0
SESS-384135,2,es,el sistema no me deja actualizar,1,cambio_plan,0
SESS-384135,3,es,quiero cambiar mi plan,0,cambio_plan,1
SESS-633542,1,es,quiero cambiar mi plan,0,cambio_plan,0
SESS-633542,2,es,el sistema no me deja actualizar,1,cambio_plan,0
SESS-633542,3,es,quiero cambiar mi plan,0,cambio_plan,1
SESS-294777,1,es,donde esta mi pedido,0,logistica_envio,0
SESS-294777,2,es,llevo dias esperando y nada,1,logistica_envio,0
SESS-294777,3,es,donde esta mi pedido,0,logistica_envio,1
SESS-267322,1,es,quiero cambiar mi plan,0,cambio_plan,0
SESS-267322,2,es,el sistema no me deja actualizar,1,cambio_plan,0
SESS-267322,3,es,quiero cambiar mi plan,0,cambio_plan,1
SESS-822507,1,es,tengo un problema con un cobro,0,problema_pago,0
SESS-822507,2,es,nadie me ayuda con el cobro doble,1,problema_pago,0
SESS-822507,3,es,tengo un problema con un cobro,0,problema_pago,1
SESS-997136,1,es,tengo un problema con un cobro,0,problema_pago,0
SESS-997136,2,es,nadie me ayuda con el cobro doble,1,problema_pago,0
SESS-997136,3,es,esto es un robo,2,problema_pago,0
SESS-843647,1,es,no puedo entrar a mi cuenta,0,error_login,0
SESS-843647,2,es,el codigo no llega,1,error_login,0
SESS-843647,3,es,es increible que no pueda acceder,2,error_login,0
SESS-877605,1,es,donde esta mi pedido,0,logistica_envio,0
SESS-877605,2,es,llevo dias esperando y nada,1,logistica_envio,0
SESS-877605,3,es,donde esta mi pedido,0,logistica_envio,1
SESS-511444,1,es,tengo un problema con un cobro,0,problema_pago,0
SESS-511444,2,es,nadie me ayuda con el cobro doble,1,problema_pago,0
SESS-511444,3,es,tengo un problema con un cobro,0,problema_pago,1
SESS-862852,1,es,quiero cambiar mi plan,0,cambio_plan,0
SESS-862852,2,es,el sistema no me deja actualizar,1,cambio_plan,0
SESS-862852,3,es,quiero cambiar mi plan,0,cambio_plan,1
SESS-206417,1,es,donde esta mi pedido,0,logistica_envio,0
SESS-206417,2,es,llevo dias esperando y nada,1,logistica_envio,0
SESS-206417,3,es,son pesimos repartiendo,2,logistica_envio,0
SESS-872200,1,es,tengo un problema con un cobro,0,problema_pago,0
SESS-872200,2,es,nadie me ayuda con el cobro doble,1,problema_pago,0
SESS-872200,3,es,tengo un problema con un cobro,0,problema_pago,1
SESS-830270,1,es,quiero cambiar mi plan,0,cambio_plan,0
SESS-830270,2,es,el sistema no me deja actualizar,1,cambio_plan,0
SESS-830270,3,es,quiero cambiar mi plan,0,cambio_plan,1
SESS-826790,1,es,no puedo entrar a mi cuenta,0,error_login,0
SESS-826790,2,es,el codigo no llega,1,error_login,0
SESS-826790,3,es,no puedo entrar a mi cuenta,0,error_login,1
SESS-567696,1,es,quiero cambiar mi plan,0,cambio_plan,0
SESS-567696,2,es,el sistema no me deja actualizar,1,cambio_plan,0
SESS-567696,3,es,quiero cambiar mi plan,0,cambio_plan,1
SESS-561550,1,es,no puedo entrar a mi cuenta,0,error_login,0
SESS-561550,2,es,el codigo no llega,1,error_login,0
SESS-561550,3,es,no puedo entrar a mi cuenta,0,error_login,1
SESS-368822,1,es,quiero cambiar mi plan,0,cambio_plan,0
SESS-368822,2,es,el sistema no me deja actualizar,1,cambio_plan,0
SESS-368822,3,es,quiero cambiar mi plan,0,cambio_plan,1
SESS-863481,1,es,quiero cambiar mi plan,0,cambio_plan,0
SESS-863481,2,es,el sistema no me deja actualizar,1,cambio_plan,0
SESS-863481,3,es,quiero cambiar mi plan,0,cambio_plan,1
SESS-872031,1,es,no puedo entrar a mi cuenta,0,error_login,0
SESS-872031,2,es,el codigo no llega,1,error_login,0
SESS-872031,3,es,no puedo entrar a mi cuenta,0,error_login,1
SESS-175580,1,es,quiero cambiar mi plan,0,cambio_plan,0
SESS-175580,2,es,el sistema no me deja actualizar,1,cambio_plan,0
SESS-175580,3,es,quiero cambiar mi plan,0,cambio_plan,1
SESS-139089,1,es,donde esta mi pedido,0,logistica_envio,0
SESS-139089,2,es,llevo dias esperando y nada,1,logistica_envio,0
SESS-139089,3,es,donde esta mi pedido,0,logistica_envio,1
SESS-579015,1,es,no puedo entrar a mi cuenta,0,error_login,0
SESS-579015,2,es,el codigo no llega,1,error_login,0
SESS-579015,3,es,no puedo entrar a mi cuenta,0,error_login,1
SESS-384427,1,es,tengo un problema con un cobro,0,problema_pago,0
SESS-384427,2,es,nadie me ayuda con el cobro doble,1,problema_pago,0
SESS-384427,3,es,esto es un robo,2,problema_pago,0
SESS-623730,1,es,quiero cambiar mi plan,0,cambio_plan,0
SESS-623730,2,es,el sistema no me deja actualizar,1,cambio_plan,0
SESS-623730,3,es,quiero cambiar mi plan,0,cambio_plan,1
SESS-483623,1,es,donde esta mi pedido,0,logistica_envio,0
SESS-483623,2,es,llevo dias esperando y nada,1,logistica_envio,0
SESS-483623,3,es,donde esta mi pedido,0,logistica_envio,1
SESS-311578,1,es,no puedo entrar a mi cuenta,0,error_login,0
SESS-311578,2,es,el codigo no llega,1,error_login,0
SESS-311578,3,es,no puedo entrar a mi cuenta,0,error_login,1
SESS-673661,1,es,quiero cambiar mi plan,0,cambio_plan,0
SESS-673661,2,es,el sistema no me deja actualizar,1,cambio_plan,0
SESS-673661,3,es,me rindo con este servicio,2,cambio_plan,0
SESS-699518,1,es,quiero cambiar mi plan,0,cambio_plan,0
SESS-699518,2,es,el sistema no me deja actualizar,1,cambio_plan,0
SESS-699518,3,es,me rindo con este servicio,2,cambio_plan,0
SESS-453993,1,es,no puedo entrar a mi cuenta,0,error_login,0
SESS-453993,2,es,el codigo no llega,1,error_login,0
SESS-453993,3,es,no puedo entrar a mi cuenta,0,error_login,1
SESS-945305,1,es,tengo un problema con un cobro,0,problema_pago,0
SESS-945305,2,es,nadie me ayuda con el cobro doble,1,problema_pago,0
SESS-945305,3,es,tengo un problema con un cobro,0,problema_pago,1
SESS-708623,1,es,quiero cambiar mi plan,0,cambio_plan,0
SESS-708623,2,es,el sistema no me deja actualizar,1,cambio_plan,0
SESS-708623,3,es,me rindo con este servicio,2,cambio_plan,0
SESS-278987,1,es,quiero cambiar mi plan,0,cambio_plan,0
SESS-278987,2,es,el sistema no me deja actualizar,1,cambio_plan,0
SESS-278987,3,es,quiero cambiar mi plan,0,cambio_plan,1
SESS-134225,1,es,no puedo entrar a mi cuenta,0,error_login,0
SESS-134225,2,es,el codigo no llega,1,error_login,0
SESS-134225,3,es,es increible que no pueda acceder,2,error_login,0
SESS-901181,1,es,tengo un problema con un cobro,0,problema_pago,0
SESS-901181,2,es,nadie me ayuda con el cobro doble,1,problema_pago,0
SESS-901181,3,es,tengo un problema con un cobro,0,problema_pago,1
SESS-668345,1,es,donde esta mi pedido,0,logistica_envio,0
SESS-668345,2,es,llevo dias esperando y nada,1,logistica_envio,0
SESS-668345,3,es,son pesimos repartiendo,2,logistica_envio,0
SESS-647118,1,es,tengo un problema con un cobro,0,problema_pago,0
SESS-647118,2,es,nadie me ayuda con el cobro doble,1,problema_pago,0
SESS-647118,3,es,tengo un problema con un cobro,0,problema_pago,1
SESS-568218,1,es,donde esta mi pedido,0,logistica_envio,0
SESS-568218,2,es,llevo dias esperando y nada,1,logistica_envio,0
SESS-568218,3,es,donde esta mi pedido,0,logistica_envio,1
SESS-795954,1,es,no puedo entrar a mi cuenta,0,error_login,0
SESS-795954,2,es,el codigo no llega,1,error_login,0
SESS-795954,3,es,no puedo entrar a mi cuenta,0,error_login,1
SESS-789120,1,es,tengo un problema con un cobro,0,problema_pago,0
SESS-789120,2,es,nadie me ayuda con el cobro doble,1,problema_pago,0
SESS-789120,3,es,tengo un problema con un cobro,0,problema_pago,1
SESS-535706,1,es,quiero cambiar mi plan,0,cambio_plan,0
SESS-535706,2,es,el sistema no me deja actualizar,1,cambio_plan,0
SESS-535706,3,es,me rindo con este servicio,2,cambio_plan,0
SESS-587313,1,es,donde esta mi pedido,0,logistica_envio,0
SESS-587313,2,es,llevo dias esperando y nada,1,logistica_envio,0
SESS-587313,3,es,donde esta mi pedido,0,logistica_envio,1
SESS-528123,1,es,quiero cambiar mi plan,0,cambio_plan,0
SESS-528123,2,es,el sistema no me deja actualizar,1,cambio_plan,0
SESS-528123,3,es,quiero cambiar mi plan,0,cambio_plan,1
SESS-275461,1,es,quiero cambiar mi plan,0,cambio_plan,0
SESS-275461,2,es,el sistema no me deja actualizar,1,cambio_plan,0
SESS-275461,3,es,me rindo con este servicio,2,cambio_plan,0
SESS-760946,1,es,no puedo entrar a mi cuenta,0,error_login,0
SESS-760946,2,es,el codigo no llega,1,error_login,0
SESS-760946,3,es,no puedo entrar a mi cuenta,0,error_login,1
SESS-778686,1,es,donde esta mi pedido,0,logistica_envio,0
SESS-778686,2,es,llevo dias esperando y nada,1,logistica_envio,0
SESS-778686,3,es,donde esta mi pedido,0,logistica_envio,1
SESS-940931,1,es,quiero cambiar mi plan,0,cambio_plan,0
SESS-940931,2,es,el sistema no me deja actualizar,1,cambio_plan,0
SESS-940931,3,es,quiero cambiar mi plan,0,cambio_plan,1
